15072,6;11707,8;7144,9;3643,6;
14810,4;11022,4;6707,4;4335;
14196,7;11073,9;6779,8;3494,2;
14437,4;10897,5;7307,6;3026,7;
14696,8;10947,1;8036,7;2472,4;
14216,3;12032,1;8405,7;2529,5;
14789,4;11567,6;9624,9;3839,4;
20130,4;15848,7;8815,1;3148,5;
17986,4;16703,1;9192,4;4840,1;
18897,1;14414,4;9020,4;3442,6;
18828,4;13787,3;9230,4;3421;
20814;13080,3;9225,1;3246,4;
18380,2;14000;11224;3888,6;
18990,7;13592,3;8637,1;3677,8;
20062,1;17065,5;8430,3;2758,9;
14594,2;11444,1;7689;3411,4;
15254,8;11837,2;8679,1;3796,2;
14889,1;11723,1;8281,6;2877;
16089,2;12527,9;8730,6;2821,3;
15836,4;13133,4;9050,2;2364,9;
14729,1;10722,4;8267,9;3138,1;
17948,4;12845,8;9844,7;3897,3;
16120,7;10954,4;9731,4;3953,8;
14835,7;10617,6;6093,3;2358,4;
13777,7;11777,5;6685,9;4633,5;
14247,5;11750,4;8557,8;3935,3;
15239,9;12221,2;8049,6;4281,9;
14988,8;11617,3;7382,7;3347,1;
14928,1;10376,6;6766,1;2831;
14882,6;10368,9;8317,5;4649,2;
14366;10879,1;8609,2;4086,6;
14067,8;11602,9;6812,2;4127,4;
20821,9;13776,1;7941,7;3265,5;
14346,8;12090,6;7543,5;2611,1;
14343,5;11326,6;7759,1;2513,5;
14511,7;9874,1;8077;3299,3;
14570,4;10007,3;7165,6;3124,3;
14252,6;11917,7;13364,1;5002,5;
17729,3;14648,3;8271,6;2778,5;
19065,8;13650,1;7962,3;3578,7;
18892,8;14444,2;8837,9;3482,4;
19138,5;14026,1;10462,7;3888,5;
18794,7;13888,7;8488,5;3378,7;
17762;16299,8;10874,1;2765,1;
19037;13771,4;9022,1;2531,9;
18638,3;12920,6;7855,3;2923,1;
18460,2;16893,5;11968,4;2999,2;
18749,6;12791,8;10351,1;3911,9;
18475,7;14639;9227,6;3160,3;
19731,2;13455,1;9021,8;4722,6;
18868,5;14009;9433,5;2852,9;
19067,2;12986,1;9243;3504,6;
20360,2;17073,4;9144;3520,2;
20038,7;16989,9;11501;3345,7;
21924;15298,7;9886,1;4862,8;
21119,3;13253,7;9506,9;3465,7;
20580,4;16269,7;10105,2;3099,5;
19190,8;15188,1;9538,3;4676,2;
20222;16372,1;8790,3;4026,7;
20424,4;26347,5;12229,4;4039,5;
15596,9;11232,3;8189,6;3510,3;
15004,7;13944,7;9978;3884,3;
15045,3;15450,4;8727,6;3920,4;
15622,8;13813,3;9505,6;4858,1;
15345,5;13981,2;10402;3930,5;
15690,7;11924,2;8223,4;4065;
14992,7;11808;7366,4;5848,8;
14974,9;12174;8738,5;4385,5;
15482;13609,2;8096,7;2656,6;
14915,8;11115,4;7323,7;4204,2;
17816,2;12788,3;8652,4;4841,2;
15237,2;13916;10501,9;4332,4;
14576,5;14785,5;7489,6;3456,2;
16237,7;11326,4;7660,9;3276,5;
16864,4;11417;7957,5;4259,4;
16011,7;13829,1;10466;4505,7;
15447,4;15460,6;9483,4;3744,9;
15370,4;11780,9;8711,6;3456,6;
15467,4;14181,7;6900,1;3059,3;
15738,5;12837,7;9751,1;3845,9;
15629,2;13137,4;9249;3599;
15800,7;15997,9;9814,4;6313,2;
15946,5;16105,8;11652,5;4744,2;
14895,6;10890,2;7026,7;2876,8;
15031,7;11187,8;8411,5;6047,6;
15267,3;11504,3;8044,6;3536,8;
15055,9;10660,7;10344,6;7008,1;
15630;13110,1;7181,9;4347;
15211,7;11195;9243,4;3323,4;
14591,7;13995,2;8830,4;2439,8;
14522,5;15377,1;9687;3832,5;
14544;12082,9;6395,3;3627,8;
14770,6;14273,1;8877,1;4835,8;
14850,8;13107,3;6847;3649,4;
14696,3;11033;7005,2;3341,1;
14433,7;11745,6;9699,7;4545,9;
14512,9;11254,1;9269,4;2447,1;
14374,6;14013,3;7965,6;2513,9;
14517,3;14703;6617,1;3759,7;
14757,8;10739,5;8588,1;2853,6;
