558.6;611.8;502.1;519;
481.2;872.7;626.3;567.9;
508.9;602.7;717;583.1;
502.5;536.7;531.2;570.9;
485.5;525.6;593.7;545.8;
494.7;515.5;835.8;565.2;
475.3;543;617.3;542.7;
500;511.3;532.5;571.2;
479.6;512.5;532.8;601.2;
476;512.7;507.3;575.5;
473.2;663.2;520.7;599.3;
798.5;545.4;631.1;612.8;
462.9;491.6;500.1;513;
456.3;507.9;508.7;550;
454.6;491.3;504.6;548.3;
606.2;552.2;730.4;544.6;
522;688.6;556.7;544.6;
470.3;645.2;556.3;571.7;
501.6;494.7;622.4;523;
473.3;493.3;512.8;585;
518.9;475.3;545.5;513.7;
491;574.4;555.4;509.5;
480.7;478.3;511;504.4;
483;477.3;519.7;506;
451;508.1;543.3;580;
473.7;502.2;532;527.2;
486.8;499.9;582.4;530;
482.7;506.7;573.3;543.8;
492.7;508.9;530.9;531.2;
507.7;487.9;509.8;552;
454.1;564.8;489.4;515.7;
472.1;512;742.7;542.1;
489.1;512.6;521.5;538.1;
476.5;514.1;521.9;543.1;
871.1;513.8;566.7;542.6;
477.5;504.4;527.7;539.3;
494.9;511.1;531.8;542.6;
493.8;545.5;610.5;659.8;
488.1;512.3;527.7;700.6;
500;510.3;528.2;669.9;
512.9;511.7;516.2;542;
486.5;510.4;493.3;523.1;
562.4;473.4;533;510.6;
469.1;499;501;598.3;
466.4;489.1;501.5;524.5;
466.8;518.9;552.4;527.3;
535.1;487.6;522;560.4;
540.5;492.2;511.5;526.8;
474.6;529.3;537.7;618.7;
473.3;488.5;496.8;633.4;
490.7;507.2;519.4;517.3;
484.3;638;526.3;545.2;
485.7;499;523.4;562.1;
507;518.8;521;652.7;
480.6;502.3;513.7;548.2;
465.1;482.9;509;523;
486.2;465.6;681.5;521.5;
478.3;503.6;562.9;607.7;
484.5;890.3;499;510;
518.6;477.5;487.2;514;
535;477.6;483.1;510.5;
472.6;514.9;501.1;506.2;
455.5;558.9;567.2;495.6;
459.6;525.1;988.1;577.7;
459.9;495.3;526.2;525.6;
472.8;516.5;512.4;522;
704.1;498.8;517.5;567.3;
532.2;511.1;524.7;546.1;
481.7;577.9;564.8;669.8;
481.9;510.7;526.5;547.2;
493.1;516.7;537.8;540.4;
572.5;613.9;512.8;521.4;
475.4;552.7;512.2;523.7;
488.1;525.9;530.2;571.1;
508.4;540.8;510.9;508.7;
464.7;539.6;506.5;540.7;
477.1;610.7;496.8;633.6;
476.6;502.5;541.7;533.6;
484.6;615.8;498.4;567.2;
502;657.6;503.5;529.4;
491.2;479.8;489.7;687.6;
443.3;562.6;514.1;520.7;
473.7;477.3;642.1;553.3;
479.4;495.8;490.9;534.5;
558.1;500.5;582.1;532.2;
503.4;526.3;523;541.6;
568.5;518.9;512.6;531.5;
473.8;516.9;529;540.8;
487.1;511.1;590;539;
647.2;505.8;525.6;554;
493.9;588.4;529.1;545.3;
487.3;505.4;510.6;535.4;
486;504.6;531.5;578.7;
465.8;509;527.4;537.2;
490.1;508.6;523.2;536.9;
554.1;527.3;527.8;519.1;
474.3;639.7;525.8;602;
577.9;495;546.3;537.5;
496.5;496.9;506.6;535.6;
544.7;502.1;702.8;552.9;
